timestamp,alert,classification,priority,protocol,src_ip,src_port,dst_ip,dst_port
02/14-00:08:29.000000,ICMP PING *NIX,Misc activity,2,UDP,103.253.221.103,1998,155.97.221.229,6066
02/14-00:08:30.000000,SCAN nmap XMAS,Misc activity,3,TCP,153.62.214.71,40909,230.138.141.165,25219
02/14-00:08:31.000000,ICMP PING,Attempted Information Leak,3,TCP,119.122.135.81,12788,96.117.191.115,62690
02/14-00:08:32.000000,ICMP PING *NIX,Misc activity,2,TCP,31.88.183.69,47689,26.103.159.138,40609
02/14-00:08:33.000000,SCAN nmap XMAS,Misc activity,2,UDP,233.18.3.52,59745,174.167.146.234,21823
02/14-00:08:34.000000,SNMP trap tcp,Misc activity,2,UDP,45.68.145.28,21518,113.42.216.127,14639
02/14-00:08:35.000000,ICMP PING *NIX,Attempted Information Leak,2,TCP,207.28.146.244,27137,25.58.67.130,10876
02/14-00:08:36.000000,ICMP PING *NIX,Misc activity,3,TCP,187.23.100.199,50829,223.87.153.136,28390
02/14-00:08:37.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,1.144.44.121,39152,100.239.47.91,40770
02/14-00:08:38.000000,ICMP PING,Misc activity,2,TCP,133.106.161.185,52303,252.233.241.128,58726
02/14-00:08:39.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,21.221.136.59,38091,166.155.252.101,24592
02/14-00:08:40.000000,ICMP PING,Attempted Information Leak,2,TCP,140.188.111.25,29694,151.219.218.116,30338
02/14-00:08:41.000000,SNMP AgentX/tcp request,Misc activity,2,UDP,10.118.114.10,24376,160.239.71.78,5280
02/14-00:08:42.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,62.119.132.74,56020,80.197.216.53,29674
02/14-00:08:43.000000,ICMP PING,Misc activity,3,UDP,25.127.17.250,8278,71.237.38.195,39556
02/14-00:08:44.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,23.12.8.75,1618,241.128.36.204,43208
02/14-00:08:45.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,120.96.61.109,37520,213.228.31.206,9012
02/14-00:08:46.000000,SNMP trap tcp,Misc activity,2,UDP,48.75.100.89,49440,131.220.131.66,57652
02/14-00:08:47.000000,SNMP request tcp,Attempted Information Leak,2,TCP,105.60.17.187,41597,92.235.60.213,30467
02/14-00:08:48.000000,SCAN nmap XMAS,Misc activity,2,TCP,209.5.137.205,35614,112.30.123.151,23440
02/14-00:08:49.000000,ICMP PING undefined code,Misc activity,3,TCP,121.57.88.153,3230,162.76.229.126,33692
02/14-00:08:50.000000,SCAN nmap XMAS,Misc activity,3,TCP,157.89.28.131,34848,248.239.240.161,6012
02/14-00:08:51.000000,SCAN nmap XMAS,Misc activity,3,TCP,63.201.194.42,60679,30.145.9.70,50670
02/14-00:08:52.000000,ICMP PING undefined code,Misc activity,2,TCP,46.176.173.89,15591,118.232.209.88,40766
02/14-00:08:53.000000,SNMP trap tcp,Misc activity,3,TCP,70.164.182.157,53458,171.82.165.42,56422
02/14-00:08:54.000000,SCAN nmap XMAS,Misc activity,2,UDP,184.194.133.184,65011,237.236.81.224,40476
02/14-00:08:55.000000,ICMP PING,Attempted Information Leak,3,TCP,102.32.155.170,25245,77.53.74.203,2908
02/14-00:08:56.000000,ICMP PING,Misc activity,2,TCP,157.45.171.70,52651,122.32.89.206,62406
02/14-00:08:57.000000,ICMP PING,Misc activity,3,UDP,150.254.41.120,6571,115.11.98.91,51860
02/14-00:08:58.000000,SCAN nmap XMAS,Misc activity,3,TCP,234.224.173.40,53739,127.151.21.125,41634
02/14-00:08:59.000000,SNMP request tcp,Attempted Information Leak,3,UDP,131.224.140.15,19466,205.196.6.204,44652
02/14-00:09:00.000000,ICMP PING,Misc activity,3,TCP,128.6.67.147,41934,38.82.150.28,41220
02/14-00:09:01.000000,SCAN nmap XMAS,Misc activity,3,TCP,68.184.192.86,65530,233.0.94.96,60292
02/14-00:09:02.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,106.166.241.171,1735,119.59.37.2,52029
02/14-00:09:03.000000,ICMP PING,Misc activity,2,UDP,230.213.136.123,43893,185.186.205.207,25301
02/14-00:09:04.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,238.48.96.234,2586,246.14.36.157,52509
02/14-00:09:05.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,108.49.240.7,14787,186.165.7.23,59827
02/14-00:09:06.000000,ICMP PING BSDtype,Misc activity,2,UDP,218.104.230.124,6715,122.16.62.148,47717
02/14-00:09:07.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,117.231.228.161,39303,142.56.232.56,44795
02/14-00:09:08.000000,SNMP trap tcp,Misc activity,2,ICMP,112.22.246.55,1245,76.195.82.5,12430
02/14-00:09:09.000000,ICMP PING,Attempted Information Leak,2,UDP,108.138.198.154,46152,63.28.186.108,18175
02/14-00:09:10.000000,SNMP request tcp,Attempted Information Leak,3,TCP,165.25.172.244,52940,10.162.16.117,54189
02/14-00:09:11.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,68.56.198.157,33476,157.245.155.81,11001
02/14-00:09:12.000000,ICMP PING,Attempted Information Leak,3,TCP,150.218.87.148,13786,244.34.236.14,9894
02/14-00:09:13.000000,ICMP PING BSDtype,Misc activity,3,TCP,36.96.138.116,42918,236.133.42.103,13835
02/14-00:09:14.000000,SCAN nmap XMAS,Attempted Denial of Service,2,UDP,38.31.227.69,65408,1.195.5.17,60752
02/14-00:09:15.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,211.71.25.252,12436,126.41.158.237,47841
02/14-00:09:16.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,136.144.160.132,26664,229.169.212.54,9312
02/14-00:09:17.000000,SCAN nmap XMAS,Misc activity,3,TCP,197.126.140.75,39337,112.254.245.4,29368
02/14-00:09:18.000000,ICMP PING undefined code,Misc activity,3,TCP,249.109.134.216,34100,176.172.27.80,54278
02/14-00:09:19.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,174.42.192.211,28350,44.203.238.85,41833
02/14-00:09:20.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,181.92.95.108,46131,148.218.28.98,315
02/14-00:09:21.000000,SCAN nmap XMAS,Misc activity,3,TCP,52.137.110.177,1277,254.226.11.25,64564
02/14-00:09:22.000000,ICMP PING,Attempted Information Leak,3,TCP,2.108.239.34,21669,183.206.179.30,561
02/14-00:09:23.000000,ICMP PING,Misc activity,2,TCP,117.65.17.180,42160,133.196.207.166,16873
02/14-00:09:24.000000,ICMP PING *NIX,Misc activity,2,TCP,23.178.172.242,1277,116.30.35.135,36855
02/14-00:09:25.000000,ICMP PING,Attempted Information Leak,2,TCP,7.140.8.55,53002,63.161.115.78,20736
02/14-00:09:26.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,114.175.143.2,59263,227.37.105.221,34037
02/14-00:09:27.000000,SNMP trap tcp,Misc activity,3,TCP,100.39.104.234,30910,125.253.27.204,13033
02/14-00:09:28.000000,SNMP trap tcp,Misc activity,3,UDP,28.24.73.195,3460,81.175.74.99,60398
02/14-00:09:29.000000,SCAN nmap XMAS,Misc activity,3,UDP,203.197.123.98,14871,164.113.64.63,6119
02/14-00:09:30.000000,ICMP PING,Attempted Information Leak,3,ICMP,76.81.26.232,48745,136.114.32.174,268
02/14-00:09:31.000000,SNMP request tcp,Attempted Information Leak,3,UDP,221.158.189.96,37168,112.195.146.251,55208
02/14-00:09:32.000000,ICMP PING BSDtype,Misc activity,3,UDP,108.130.243.76,27534,102.223.121.159,23694
02/14-00:09:33.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,210.111.141.226,49563,14.138.49.64,4029
02/14-00:09:34.000000,ICMP PING,Misc activity,2,TCP,2.31.247.104,39364,117.112.12.191,414
02/14-00:09:35.000000,SCAN nmap XMAS,Misc activity,3,TCP,68.90.124.219,44460,185.145.54.87,7092
02/14-00:09:36.000000,SCAN nmap XMAS,Misc activity,2,TCP,186.38.236.216,1922,183.9.73.230,56122
02/14-00:09:37.000000,ICMP PING undefined code,Misc activity,3,TCP,175.150.31.136,59636,210.45.94.189,9500
02/14-00:09:38.000000,ICMP PING,Misc activity,3,TCP,175.200.94.27,9725,111.21.222.215,35594
02/14-00:09:39.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,104.142.8.42,11727,121.220.135.254,40159
02/14-00:09:40.000000,SCAN nmap XMAS,Misc activity,2,TCP,122.185.39.144,56240,42.227.156.95,7828
02/14-00:09:41.000000,ICMP PING,Misc activity,3,UDP,34.128.224.56,36124,240.27.25.76,15222
02/14-00:09:42.000000,ICMP PING undefined code,Misc activity,3,TCP,37.240.17.57,35720,123.169.175.143,44321
02/14-00:09:43.000000,ICMP PING,Misc activity,3,ICMP,224.201.24.171,14370,252.234.20.118,5337
02/14-00:09:44.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,62.211.7.66,49872,149.113.250.188,28647
02/14-00:09:45.000000,SNMP request tcp,Attempted Information Leak,2,TCP,54.170.31.187,46429,74.69.180.155,15558
02/14-00:09:46.000000,SCAN nmap XMAS,Misc activity,3,TCP,242.46.90.30,41815,29.31.46.106,28637
02/14-00:09:47.000000,ICMP PING,Attempted Information Leak,3,ICMP,174.11.239.122,24503,143.198.73.101,18553
02/14-00:09:48.000000,ICMP PING,Misc activity,3,TCP,154.167.174.140,10965,122.236.75.213,22044
02/14-00:09:49.000000,ICMP PING,Misc activity,3,UDP,89.39.140.184,33254,77.183.133.15,4806
02/14-00:09:50.000000,SCAN nmap XMAS,Misc activity,3,UDP,154.186.168.21,36932,218.30.212.5,35198
02/14-00:09:51.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,36.207.217.106,28340,61.184.80.177,58790
02/14-00:09:52.000000,ICMP PING undefined code,Misc activity,3,TCP,81.159.63.56,28984,111.129.223.24,19802
02/14-00:09:53.000000,SNMP request tcp,Attempted Information Leak,3,ICMP,250.247.52.22,44935,242.63.93.23,9065
02/14-00:09:54.000000,SCAN nmap XMAS,Misc activity,2,TCP,85.64.230.111,58618,201.189.131.106,46140
02/14-00:09:55.000000,SNMP trap tcp,Misc activity,2,UDP,246.176.52.124,45757,42.64.114.27,56906
02/14-00:09:56.000000,ICMP PING,Misc activity,3,TCP,123.225.46.164,42133,226.229.159.232,8252
02/14-00:09:57.000000,ICMP PING BSDtype,Misc activity,2,TCP,154.225.189.79,24422,233.55.33.86,34740
02/14-00:09:58.000000,SNMP request tcp,Misc activity,2,UDP,253.106.5.200,56436,15.106.199.138,9441
02/14-00:09:59.000000,ICMP PING BSDtype,Misc activity,2,UDP,127.18.129.20,62968,209.113.49.224,16296
02/14-00:10:00.000000,ICMP PING undefined code,Misc activity,2,ICMP,113.238.50.228,36717,189.134.191.44,35361
02/14-00:10:01.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,190.43.49.30,28390,77.157.56.7,5234
02/14-00:10:02.000000,ICMP PING BSDtype,Attempted Information Leak,2,UDP,2.198.67.211,40257,218.195.85.224,24754
02/14-00:10:03.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,179.87.251.77,37788,33.117.233.171,2533
02/14-00:10:04.000000,SCAN nmap XMAS,Misc activity,3,TCP,120.118.104.118,25524,70.197.31.12,58389
02/14-00:10:05.000000,ICMP PING,Attempted Information Leak,3,TCP,37.122.239.187,26065,47.253.224.40,39832
02/14-00:10:06.000000,ICMP PING undefined code,Misc activity,3,UDP,76.194.251.10,27460,57.65.13.241,61589
02/14-00:10:07.000000,ICMP PING BSDtype,Misc activity,2,TCP,165.225.157.79,5309,43.172.52.102,64814
02/14-00:10:08.000000,SCAN nmap XMAS,Misc activity,3,UDP,85.167.94.80,24851,207.155.116.7,57730
02/14-00:10:09.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,78.62.117.206,44960,108.117.28.191,64134
02/14-00:10:10.000000,ICMP PING,Misc activity,3,UDP,168.160.8.68,50177,73.15.54.51,48769
02/14-00:10:11.000000,ICMP PING *NIX,Attempted Information Leak,3,UDP,225.207.39.190,37042,75.100.19.36,654
02/14-00:10:12.000000,ICMP PING undefined code,Misc activity,2,TCP,192.120.184.91,22881,169.58.246.224,34397
02/14-00:10:13.000000,ICMP PING,Attempted Information Leak,3,TCP,209.107.133.31,49877,84.213.85.188,44759
02/14-00:10:14.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,131.4.109.211,48422,63.42.185.235,10909
02/14-00:10:15.000000,ICMP PING undefined code,Misc activity,2,UDP,252.79.180.67,48066,48.88.2.43,34396
02/14-00:10:16.000000,SCAN nmap XMAS,Misc activity,3,TCP,167.245.90.244,36924,132.209.151.97,40030
02/14-00:10:17.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,242.86.87.41,52758,9.234.114.94,64919
02/14-00:10:18.000000,SCAN nmap XMAS,Misc activity,2,UDP,105.191.139.7,43847,122.181.9.215,332
02/14-00:10:19.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,193.56.63.191,4638,122.248.165.141,31102
02/14-00:10:20.000000,ICMP PING *NIX,Misc activity,2,UDP,173.37.12.171,52753,236.222.146.209,1535
02/14-00:10:21.000000,SCAN nmap XMAS,Attempted Information Leak,2,UDP,228.82.30.168,16794,169.108.120.157,47921
02/14-00:10:22.000000,SCAN nmap XMAS,Misc activity,3,TCP,14.10.56.212,65116,203.162.194.92,58662
02/14-00:10:23.000000,ICMP PING,Misc activity,3,TCP,69.248.175.57,62979,61.177.114.185,892
02/14-00:10:24.000000,SNMP AgentX/tcp request,Attempted Information Leak,2,TCP,135.52.211.206,64184,111.217.205.17,31600
02/14-00:10:25.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,32.108.153.197,30211,85.43.251.11,36208
02/14-00:10:26.000000,ICMP PING,Attempted Information Leak,2,TCP,67.160.228.197,20796,140.66.22.160,13225
02/14-00:10:27.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,103.52.146.238,12331,157.14.205.112,7089
02/14-00:10:28.000000,SNMP trap tcp,Misc activity,3,TCP,148.67.181.220,34851,207.97.169.181,37458
02/14-00:10:29.000000,ICMP PING,Attempted Information Leak,3,UDP,144.37.49.220,57792,96.40.33.40,3955
02/14-00:10:30.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,129.212.246.200,23624,106.19.236.37,52397
02/14-00:10:31.000000,SNMP AgentX/tcp request,Misc activity,3,UDP,110.55.59.241,38386,83.212.231.184,2352
02/14-00:10:32.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,154.94.252.24,38667,106.188.54.37,58422
02/14-00:10:33.000000,ICMP PING *NIX,Attempted Information Leak,2,UDP,45.221.250.47,51002,84.37.163.63,32610
02/14-00:10:34.000000,SNMP request tcp,Misc activity,3,TCP,97.116.42.98,56623,206.148.238.153,4967
02/14-00:10:35.000000,SNMP trap tcp,Misc activity,2,TCP,94.75.109.174,16436,147.218.43.113,43131
02/14-00:10:36.000000,SCAN nmap XMAS,Misc activity,3,TCP,74.34.88.210,22519,68.110.174.142,48081
02/14-00:10:37.000000,SNMP request tcp,Attempted Information Leak,2,UDP,118.39.186.170,37475,116.214.206.112,1302
02/14-00:10:38.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,128.64.84.52,15980,41.46.75.207,52860
02/14-00:10:39.000000,ICMP PING,Attempted Information Leak,3,TCP,193.229.195.103,52154,31.67.175.214,42374
02/14-00:10:40.000000,SNMP trap tcp,Attempted Information Leak,2,TCP,227.184.29.111,59857,175.174.94.147,24413
02/14-00:10:41.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,121.207.8.165,11316,37.182.128.140,22745
02/14-00:10:42.000000,SNMP request tcp,Misc activity,3,TCP,245.47.172.209,51507,95.88.103.1,23122
02/14-00:10:43.000000,SCAN nmap XMAS,Misc activity,3,TCP,129.179.92.76,21523,30.158.4.120,37587
02/14-00:10:44.000000,ICMP PING *NIX,Misc activity,3,TCP,234.96.45.104,17152,164.96.71.242,37450
02/14-00:10:45.000000,ICMP PING undefined code,Misc activity,2,UDP,76.247.143.64,60474,42.68.248.232,42847
02/14-00:10:46.000000,SCAN nmap XMAS,Misc activity,3,UDP,169.81.22.12,14135,235.46.5.123,12427
02/14-00:10:47.000000,ICMP PING undefined code,Attempted Information Leak,3,UDP,121.247.243.33,10752,20.222.228.101,17789
02/14-00:10:48.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,21.62.23.211,26689,145.99.7.106,680
02/14-00:10:49.000000,ICMP PING,Attempted Information Leak,2,TCP,94.51.6.70,18987,215.131.254.197,9377
02/14-00:10:50.000000,ICMP PING *NIX,Attempted Information Leak,3,UDP,230.74.139.45,1133,72.103.68.9,43214
02/14-00:10:51.000000,ICMP PING undefined code,Attempted Information Leak,2,TCP,109.89.38.102,2597,93.210.126.42,42063
02/14-00:10:52.000000,ICMP PING,Attempted Information Leak,3,TCP,78.190.110.119,36504,86.82.164.85,57622
02/14-00:10:53.000000,ICMP PING undefined code,Misc activity,3,UDP,8.241.158.227,8432,72.235.168.61,35310
02/14-00:10:54.000000,ICMP PING undefined code,Misc activity,2,UDP,226.149.119.79,55286,48.16.62.244,62235
02/14-00:10:55.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,53.94.44.73,36725,184.79.64.149,52213
02/14-00:10:56.000000,ICMP PING,Attempted Information Leak,2,ICMP,171.254.54.125,16973,60.18.213.169,33638
02/14-00:10:57.000000,SCAN nmap XMAS,Misc activity,3,UDP,96.251.76.34,51173,41.94.245.41,33600
02/14-00:10:58.000000,ICMP PING,Attempted Information Leak,2,TCP,83.233.146.219,40128,100.134.226.96,20067
02/14-00:10:59.000000,ICMP PING,Misc activity,2,TCP,190.183.19.24,29030,113.206.139.34,14878
02/14-00:11:00.000000,ICMP PING,Misc activity,2,UDP,105.253.175.203,3021,241.49.40.19,37135
02/14-00:11:01.000000,ICMP PING *NIX,Misc activity,3,TCP,161.157.22.47,65188,42.128.154.6,8714
02/14-00:11:02.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,12.184.87.89,28936,43.39.63.94,24727
02/14-00:11:03.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,UDP,173.210.16.183,27678,26.242.202.84,5037
02/14-00:11:04.000000,ICMP PING *NIX,Misc activity,2,TCP,212.48.47.96,44858,19.241.172.82,34041
02/14-00:11:05.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,217.45.103.216,28270,158.45.69.74,18005
02/14-00:11:06.000000,ICMP PING,Misc activity,3,TCP,49.149.194.85,44431,95.109.20.223,63536
02/14-00:11:07.000000,ICMP PING,Misc activity,2,TCP,31.226.20.149,44945,117.87.157.181,20722
02/14-00:11:08.000000,ICMP PING,Attempted Information Leak,2,TCP,6.92.56.71,48192,15.15.93.234,22634
02/14-00:11:09.000000,ICMP PING undefined code,Misc activity,3,TCP,139.136.203.134,43300,165.238.189.10,8707
02/14-00:11:10.000000,SCAN nmap XMAS,Misc activity,3,TCP,14.37.134.74,39623,18.84.171.229,31390
02/14-00:11:11.000000,SNMP AgentX/tcp request,Misc activity,2,TCP,190.249.136.189,35354,114.79.92.105,31962
02/14-00:11:12.000000,ICMP PING undefined code,Misc activity,2,TCP,208.78.139.62,20625,101.227.22.15,51919
02/14-00:11:13.000000,SCAN nmap XMAS,Misc activity,3,TCP,29.15.83.212,37409,202.174.250.228,63001
02/14-00:11:14.000000,ICMP PING BSDtype,Attempted Information Leak,2,TCP,122.170.78.62,56403,3.119.60.124,13237
02/14-00:11:15.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,245.148.159.131,57173,179.141.133.153,54737
02/14-00:11:16.000000,ICMP PING,Attempted Information Leak,3,TCP,23.2.234.180,27202,75.76.140.40,29428
02/14-00:11:17.000000,ICMP PING *NIX,Attempted Information Leak,2,UDP,137.226.246.35,43981,175.82.64.251,58473
02/14-00:11:18.000000,SNMP request tcp,Misc activity,2,TCP,182.63.54.214,27488,100.36.119.37,16978
02/14-00:11:19.000000,ICMP PING undefined code,Misc activity,3,UDP,81.205.165.206,31037,4.110.180.168,14120
02/14-00:11:20.000000,ICMP PING,Misc activity,3,UDP,121.97.7.195,37911,234.9.20.2,50666
02/14-00:11:21.000000,ICMP PING BSDtype,Attempted Information Leak,3,UDP,89.212.241.136,10655,13.21.173.7,27674
02/14-00:11:22.000000,ICMP PING,Attempted Information Leak,2,ICMP,21.106.7.241,21756,183.10.141.161,6020
02/14-00:11:23.000000,ICMP PING *NIX,Misc activity,2,UDP,12.140.64.135,18506,235.166.53.203,24229
02/14-00:11:24.000000,SNMP trap tcp,Misc activity,2,TCP,78.120.25.119,21113,17.252.147.143,34913
02/14-00:11:25.000000,ICMP PING,Attempted Information Leak,3,TCP,194.12.143.192,29149,230.211.232.254,29616
02/14-00:11:26.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,44.39.107.42,10008,46.133.16.112,53844
02/14-00:11:27.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,113.58.68.219,39271,26.137.110.125,59294
02/14-00:11:28.000000,SNMP trap tcp,Misc activity,2,TCP,230.172.122.172,13936,181.204.143.68,43530
02/14-00:11:29.000000,SNMP request tcp,Attempted Information Leak,2,UDP,242.247.166.103,30499,24.184.96.113,53283
02/14-00:11:30.000000,SCAN nmap XMAS,Misc activity,2,TCP,54.146.48.63,57129,167.37.118.192,24058
02/14-00:11:31.000000,ICMP PING,Misc activity,3,TCP,165.172.153.47,36929,231.110.41.183,40016
02/14-00:11:32.000000,SCAN nmap XMAS,Misc activity,3,TCP,20.61.183.197,27332,129.100.90.144,50604
02/14-00:11:33.000000,ICMP PING undefined code,Misc activity,3,TCP,205.132.156.161,49693,186.199.125.78,62820
02/14-00:11:34.000000,ICMP PING *NIX,Attempted Information Leak,3,TCP,71.195.31.137,62640,189.157.253.13,49302
02/14-00:11:35.000000,ICMP PING *NIX,Misc activity,2,TCP,178.207.211.172,55558,184.91.118.63,4104
02/14-00:11:36.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,200.79.85.172,52794,102.33.220.145,48743
02/14-00:11:37.000000,SCAN nmap XMAS,Misc activity,3,ICMP,90.196.139.212,56642,124.247.55.203,43549
02/14-00:11:38.000000,SCAN nmap XMAS,Misc activity,3,TCP,219.195.94.98,51761,114.46.96.60,23424
02/14-00:11:39.000000,SCAN nmap XMAS,Attempted Information Leak,3,TCP,211.215.167.25,23850,229.189.86.165,21480
02/14-00:11:40.000000,SNMP request tcp,Misc activity,3,TCP,181.212.49.169,1380,193.119.5.20,9647
02/14-00:11:41.000000,ICMP PING,Attempted Information Leak,3,UDP,110.59.133.164,8090,184.30.1.227,864
02/14-00:11:42.000000,ICMP PING undefined code,Misc activity,3,UDP,220.187.189.63,60581,126.4.19.249,42342
02/14-00:11:43.000000,ICMP PING undefined code,Misc activity,3,TCP,217.214.10.193,6127,243.238.97.84,59381
02/14-00:11:44.000000,ICMP PING,Attempted Information Leak,3,UDP,120.235.130.97,25482,128.254.160.21,16352
02/14-00:11:45.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,207.236.106.159,58783,94.144.91.4,50150
02/14-00:11:46.000000,ICMP PING,Misc activity,3,ICMP,220.161.106.75,61565,1.32.162.50,44662
02/14-00:11:47.000000,SCAN nmap XMAS,Misc activity,2,TCP,184.224.92.242,54571,19.0.34.87,4875
02/14-00:11:48.000000,ICMP PING undefined code,Misc activity,2,ICMP,48.2.63.178,37373,105.231.144.106,1336
02/14-00:11:49.000000,SNMP request tcp,Attempted Information Leak,3,UDP,171.67.60.29,17570,245.102.147.78,47450
02/14-00:11:50.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,1.236.4.251,49125,21.115.109.223,14494
02/14-00:11:51.000000,ICMP PING,Attempted Information Leak,3,TCP,119.81.174.125,9146,47.47.76.40,19277
02/14-00:11:52.000000,SNMP trap tcp,Misc activity,3,UDP,73.130.197.28,15688,95.111.244.233,52640
02/14-00:11:53.000000,ICMP PING undefined code,Misc activity,3,TCP,248.83.138.84,59023,90.50.72.57,59050
02/14-00:11:54.000000,SCAN nmap XMAS,Attempted Information Leak,3,UDP,41.201.95.30,17322,245.10.49.224,46995
02/14-00:11:55.000000,SNMP trap tcp,Attempted Information Leak,3,TCP,17.254.165.33,45418,31.39.72.233,26589
02/14-00:11:56.000000,SCAN nmap XMAS,Misc activity,2,TCP,210.80.87.38,1100,76.83.135.30,53833
02/14-00:11:57.000000,ICMP PING BSDtype,Attempted Information Leak,3,TCP,221.64.120.178,51989,162.216.16.136,43319
02/14-00:11:58.000000,SNMP trap tcp,Attempted Information Leak,3,UDP,250.14.82.11,23200,1.239.7.199,34107
02/14-00:11:59.000000,ICMP PING,Misc activity,3,TCP,210.41.14.182,37710,137.90.45.44,22320
02/14-00:12:00.000000,SNMP request tcp,Attempted Information Leak,3,ICMP,98.239.93.191,14940,111.116.96.27,58556
02/14-00:12:01.000000,ICMP PING *NIX,Misc activity,2,TCP,113.55.3.60,45122,173.182.195.86,12197
02/14-00:12:02.000000,ICMP PING undefined code,Misc activity,3,UDP,183.87.92.226,10388,252.206.151.184,34116
02/14-00:12:03.000000,ICMP PING,Attempted Information Leak,3,TCP,47.219.108.118,26893,16.192.13.97,8473
02/14-00:12:04.000000,SCAN nmap XMAS,Attempted Information Leak,2,TCP,185.251.147.152,44994,41.64.221.111,35135
02/14-00:12:05.000000,SCAN nmap XMAS,Misc activity,3,ICMP,113.29.39.189,53269,197.79.102.218,18918
02/14-00:12:06.000000,SNMP AgentX/tcp request,Misc activity,3,ICMP,251.235.235.141,9525,117.142.189.160,60948
02/14-00:12:07.000000,SNMP AgentX/tcp request,Misc activity,3,TCP,59.2.215.36,35903,87.172.15.227,34519
02/14-00:12:08.000000,ICMP PING undefined code,Misc activity,2,TCP,20.109.203.205,44304,67.170.224.2,22730
02/14-00:12:09.000000,ICMP PING undefined code,Misc activity,2,ICMP,252.77.194.254,24231,36.130.181.145,43564
02/14-00:12:10.000000,SCAN nmap XMAS,Misc activity,3,TCP,13.27.59.5,27240,47.197.115.230,50324
02/14-00:12:11.000000,SNMP request tcp,Attempted Information Leak,2,TCP,242.165.67.184,37211,234.208.116.50,32088
02/14-00:12:12.000000,DDOS mstream client to handler,Attempted Information Leak,3,TCP,148.237.137.245,2232,205.43.54.85,13869
02/14-00:12:13.000000,SNMP request tcp,Attempted Information Leak,3,ICMP,129.28.0.195,32854,11.227.117.230,29652
02/14-00:12:14.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,151.113.219.93,64950,150.125.165.242,408
02/14-00:12:15.000000,ICMP PING,Attempted Information Leak,2,TCP,180.110.49.236,50055,79.53.8.105,30802
02/14-00:12:16.000000,ICMP PING undefined code,Misc activity,3,UDP,179.25.51.252,19688,109.172.195.216,51880
02/14-00:12:17.000000,ICMP PING undefined code,Attempted Information Leak,2,UDP,234.100.28.134,17765,192.10.184.21,42773
02/14-00:12:18.000000,SNMP AgentX/tcp request,Attempted Information Leak,3,TCP,81.15.51.167,53192,136.146.253.34,45917
02/14-00:12:19.000000,ICMP PING,Misc activity,3,TCP,25.62.209.42,37345,108.206.149.198,58738
02/14-00:12:20.000000,SCAN nmap XMAS,Attempted Information Leak,2,UDP,127.168.36.216,19168,223.212.61.247,19477
02/14-00:12:21.000000,SCAN nmap XMAS,Misc activity,3,ICMP,82.222.165.1,57522,200.218.106.159,11523
02/14-00:12:22.000000,ICMP PING undefined code,Attempted Information Leak,3,TCP,170.89.216.173,43835,203.99.84.164,59038
02/14-00:12:23.000000,SCAN nmap XMAS,Misc activity,2,TCP,244.0.19.218,53199,11.192.90.47,1154
